Material No,Material Description,Matched Category,K Factor,Equipment,MTBR,Reliability_365days
220002542,"COUPLING, L/OIL PUMP DRIVING",OIL/CHEMICAL,1.2,,3500,0.93579915
220002542,"COUPLING, L/OIL PUMP DRIVING",OIL/CHEMICAL,1.2,10044716,3500,0.93579915
220002543,"COUPLING, L/OIL PUMP DRIVEN",OIL/CHEMICAL,1.2,,3500,0.93579915
220002543,"COUPLING, L/OIL PUMP DRIVEN",OIL/CHEMICAL,1.2,10044716,3500,0.93579915
220003047,EXTENSION CABLE-MAIN INJECTION PUMP,PUMP,2,,7000,0.997284815
220003048,EXTENSION CABLE-MAIN OIL LINE,OIL/CHEMICAL,1.2,,3500,0.93579915
220003053,PROXIMETER CABLE FOR MAIN OIL LINE,OIL/CHEMICAL,1.2,,3500,0.93579915
220003196,OIL FILTER,OIL/CHEMICAL,1.2,,3500,0.93579915
220003196,OIL FILTER,OIL/CHEMICAL,1.2,10044897,3500,0.93579915
220003196,OIL FILTER,OIL/CHEMICAL,1.2,10044900,3500,0.93579915
220003500,"SWITCH,PRESS 225-925 DECREASE",SWITCH,1.3,10107110,10000,0.986570861
220003505,"VALVE,4-WAY SOLONOID",VALVE,2.2,,3500,0.99310407
220003508,"VALVE,HYDRAULIC 1.5""",VALVE,2.2,10107110,3500,0.99310407
220003511,"GAUGE,0-1500 PANEL",GAUGE,1.1,,3500,0.920180496
220004485,GASKET AIR VALVE,GASKET,2,,3500,0.989183414
220004606,COUPLING,COUPLING,2.3,,3500,0.994495485
220004723,STUD BOLT,BOLT,2.5,,3500,0.996494099
220004723,STUD BOLT,BOLT,2.5,10044933,3500,0.996494099
220004724,HEXAGON NUT,NUT,2.5,,3500,0.996494099
220004724,HEXAGON NUT,NUT,2.5,10044933,3500,0.996494099
220004730,LOCK WASHER,WASHER,2.2,10044944,3500,0.99310407
220004731,LOCK WASHER,WASHER,2.2,10044933,3500,0.99310407
220004732,LOCK WASHER,WASHER,2.2,10044933,3500,0.99310407
220004735,BOLT SOCKET HEAD,SOCKET,1.2,10044944,3500,0.93579915
220004736,BOLT SOCKET HEAD,SOCKET,1.2,10044933,3500,0.93579915
220004737,BOLT SOCKET HEAD,SOCKET,1.2,10044944,3500,0.93579915
220004738,BOLT SOCKET HEAD,SOCKET,1.2,10044933,3500,0.93579915
220004752,"O RING ( 4"" COUPLING HUB)",COUPLING,2.3,,3500,0.994495485
220004752,"O RING ( 4"" COUPLING HUB)",COUPLING,2.3,10044933,3500,0.994495485
220004772,HEXAGON NUT,NUT,2.5,,3500,0.996494099
220004772,HEXAGON NUT,NUT,2.5,10044933,3500,0.996494099
220004773,SPRING WASHER (BUNDLE BOLT),WASHER,2.2,,3500,0.99310407
220004773,SPRING WASHER (BUNDLE BOLT),WASHER,2.2,10044933,3500,0.99310407
220004774,BOLT SOCKET HEAD,SOCKET,1.2,10044933,3500,0.93579915
220004779,JOURNAL BEARING PAD,BEARING,2.5,,3500,0.996494099
220004861,TAPPING BOLT (HP3/6),BOLT,2.5,,3500,0.996494099
220004862,TAPPING BOLT (HP3/6),BOLT,2.5,,3500,0.996494099
220004873,BOLT,BOLT,2.5,10044944,3500,0.996494099
220005635,COUPLING ELEMENTS WITH NUTS AND BOLTS,COUPLING,2.3,,3500,0.994495485
220005648,BLOW OFF VALVE ASSEMBLY,VALVE,2.2,,3500,0.99310407
220005650,BLOW OFF VALVE ASSEMBLY,VALVE,2.2,,3500,0.99310407
220005652,BLOW OFF VALVE ASSEMBLY,VALVE,2.2,,3500,0.99310407
220005661,SAND TRAP FILTER,FILTER,3,,3500,0.998866483
220005666,AIR RELAY VALVE,VALVE,2.2,,3500,0.99310407
220005666,AIR RELAY VALVE,VALVE,2.2,10044798,3500,0.99310407
220005666,AIR RELAY VALVE,VALVE,2.2,10044809,3500,0.99310407
220005667,BELLOW FRAME CYLINDER,CYLINDER,2.2,,3500,0.99310407
220005667,BELLOW FRAME CYLINDER,CYLINDER,2.2,10044798,3500,0.99310407
220005754,PRESSURE GUAGE 0 TO 80 KG/CM2,PRESSURE GAUGE,1.8,,5000,0.991045745
220005756,CARTRIDGE FILTER HOUSING,FILTER,3,,3500,0.998866483
220005779,BAG FILTER,FILTER,3,,3500,0.998866483
220005787,WASHABLE GT2 PANEL FILTER,FILTER,3,,3500,0.998866483
220005787,WASHABLE GT2 PANEL FILTER,FILTER,3,10008092,3500,0.998866483
220005787,WASHABLE GT2 PANEL FILTER,FILTER,3,10021128,3500,0.998866483
220005787,WASHABLE GT2 PANEL FILTER,FILTER,3,10044933,3500,0.998866483
220005787,WASHABLE GT2 PANEL FILTER,FILTER,3,10044944,3500,0.998866483
220005787,WASHABLE GT2 PANEL FILTER,FILTER,3,10201058,3500,0.998866483
220006314,EXTENSION CABLE,CABLE,1.2,,20000,0.991839115
220006314,EXTENSION CABLE,CABLE,1.2,10127363,20000,0.991839115
220006404,PRESSURE SWITCH,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
220006488,"VICTAULIC COUPLING HP 1 1/2""",COUPLING,2.3,,3500,0.994495485
220006825,WASHER,WASHER,2.2,,3500,0.99310407
220006849,SOLENOID VALVE,VALVE,2.2,,3500,0.99310407
220007033,GASKET,GASKET,2,,3500,0.989183414
220007034,REAMER BOLT WITH SPECIAL NUT,BOLT,2.5,,3500,0.996494099
220007326,BOLT SOCKET HEAD,SOCKET,1.2,,3500,0.93579915
220007330,BOLT SOCKET HEAD,SOCKET,1.2,,3500,0.93579915
220007330,BOLT SOCKET HEAD,SOCKET,1.2,10044944,3500,0.93579915
220007330,BOLT SOCKET HEAD,SOCKET,1.2,10045088,3500,0.93579915
220007330,BOLT SOCKET HEAD,SOCKET,1.2,10045103,3500,0.93579915
220007337,RELAY-24V,RELAY,1.2,,10000,0.981350384
220007454,LEVEL SWITCH,SWITCH,1.3,,10000,0.986570861
220007851,SWITCH PRESSURE 100 PSI NEMA,PRESSURE TRANSMITTER,1.5,10107110,3500,0.96688347
220007918,"KIT ,REPAIR 1-1/2"" HYDRAULIC LINE",PIPE,2.1,10107110,3500,0.991362467
220008046,ADAPTER INNER,INVERTER,1.3,,3500,0.948447514
220008046,ADAPTER INNER,INVERTER,1.3,10107110,3500,0.948447514
220008050,SHAFT SEAL,SEAL,2,,3500,0.989183414
220008050,SHAFT SEAL,SEAL,2,10131705,3500,0.989183414
220008050,SHAFT SEAL,SEAL,2,10131844,3500,0.989183414
220008050,SHAFT SEAL,SEAL,2,10131846,3500,0.989183414
220008050,SHAFT SEAL,SEAL,2,10198731,3500,0.989183414
220008051,ROLLING CONTACT BEARING,BEARING,2.5,,3500,0.996494099
220008058,SHAFT SEAL,SEAL,2,,3500,0.989183414
220008058,SHAFT SEAL,SEAL,2,10201516,3500,0.989183414
220008059,ROLLING CONTACT BEARING,BEARING,2.5,,3500,0.996494099
220008066,COUPLING HUB,COUPLING,2.3,10198891,3500,0.994495485
220008066,COUPLING HUB,COUPLING,2.3,10201516,3500,0.994495485
220008069,COUPLING HUB,COUPLING,2.3,,3500,0.994495485
220008069,COUPLING HUB,COUPLING,2.3,10131763,3500,0.994495485
220008069,COUPLING HUB,COUPLING,2.3,10198397,3500,0.994495485
220008069,COUPLING HUB,COUPLING,2.3,10198407,3500,0.994495485
220008069,COUPLING HUB,COUPLING,2.3,10198410,3500,0.994495485
220008070,COUPLING HUB,COUPLING,2.3,,3500,0.994495485
220008073,COUPLING HUB,COUPLING,2.3,10131763,3500,0.994495485
220008073,COUPLING HUB,COUPLING,2.3,10143860,3500,0.994495485
220008073,COUPLING HUB,COUPLING,2.3,10198407,3500,0.994495485
220008073,COUPLING HUB,COUPLING,2.3,10198730,3500,0.994495485
220008074,COUPLING HUB,COUPLING,2.3,10166043,3500,0.994495485
220008074,COUPLING HUB,COUPLING,2.3,10198390,3500,0.994495485
220008075,COUPLING SPACER,COUPLING,2.3,,3500,0.994495485
220008075,COUPLING SPACER,COUPLING,2.3,10131705,3500,0.994495485
220008075,COUPLING SPACER,COUPLING,2.3,10131762,3500,0.994495485
220008075,COUPLING SPACER,COUPLING,2.3,10131843,3500,0.994495485
220008075,COUPLING SPACER,COUPLING,2.3,10131844,3500,0.994495485
220008075,COUPLING SPACER,COUPLING,2.3,10143860,3500,0.994495485
220008075,COUPLING SPACER,COUPLING,2.3,10197619,3500,0.994495485
220008075,COUPLING SPACER,COUPLING,2.3,10198344,3500,0.994495485
220008075,COUPLING SPACER,COUPLING,2.3,10198397,3500,0.994495485
220008075,COUPLING SPACER,COUPLING,2.3,10198407,3500,0.994495485
220008075,COUPLING SPACER,COUPLING,2.3,10198410,3500,0.994495485
220008075,COUPLING SPACER,COUPLING,2.3,10198730,3500,0.994495485
220008076,COUPLING SPACER,COUPLING,2.3,,3500,0.994495485
220008076,COUPLING SPACER,COUPLING,2.3,10198888,3500,0.994495485
220008076,COUPLING SPACER,COUPLING,2.3,10198891,3500,0.994495485
220008077,COUPLING SPACER,COUPLING,2.3,,3500,0.994495485
220008077,COUPLING SPACER,COUPLING,2.3,10140236,3500,0.994495485
220008079,COUPLING SPACER,COUPLING,2.3,,3500,0.994495485
220008079,COUPLING SPACER,COUPLING,2.3,10131705,3500,0.994495485
220008079,COUPLING SPACER,COUPLING,2.3,10131843,3500,0.994495485
220008079,COUPLING SPACER,COUPLING,2.3,10131844,3500,0.994495485
220008367,REGULATOR(PRESSURE REGULATOR),PRESSURE TRANSMITTER,1.5,,3500,0.96688347
220008374,SPEED PICKUP SETTING GAUGE,GAUGE,1.1,,3500,0.920180496
220008402,"RING PISTON, 2ND STAGE",CYLINDER,2.2,,3500,0.99310407
220008405,"RING JOINT 1ST STAGE, SUC. VALVE",VALVE,2.2,,3500,0.99310407
220008406,"O RING 1ST STAGE, SUC. VALVE",VALVE,2.2,,3500,0.99310407
220008501,"15"" TFT TOUCH SCREEN DISPLAY",DISPLAY,1.1,,3500,0.920180496
220008743,16 CHANNEL RELAY MODULE,RELAY,1.2,,10000,0.981350384
220009381,VIGV SERVO VALVE,OIL/CHEMICAL,1.2,,3500,0.93579915
220009484,HPC ROTOR ASSEMBLY WITH NITROGEN PURGED*,ROTOR,2.8,10045113,3500,0.998219088
220010691,WASHER,WASHER,2.2,,3500,0.99310407
220010702,SEAL BONDED DDN1322,SEAL,2,10044933,3500,0.989183414
220010702,SEAL BONDED DDN1322,SEAL,2,10138999,3500,0.989183414
220010703,SEAL DDN1322,SEAL,2,10044933,3500,0.989183414
220010703,SEAL DDN1322,SEAL,2,10138999,3500,0.989183414
220010968,"FILTER, P2 AIR",FILTER,3,10044933,3500,0.998866483
220010968,"FILTER, P2 AIR",FILTER,3,10045003,3500,0.998866483
220010997,GASKET,GASKET,2,,3500,0.989183414
220010997,GASKET,GASKET,2,10044933,3500,0.989183414
220011031,LUBE OIL FILTER,OIL/CHEMICAL,1.2,,3500,0.93579915
220011569,GASKET,GASKET,2,,3500,0.989183414
220011569,GASKET,GASKET,2,10045113,3500,0.989183414
220011570,GASKET,GASKET,2,,3500,0.989183414
220011570,GASKET,GASKET,2,10045098,3500,0.989183414
220011570,GASKET,GASKET,2,10045113,3500,0.989183414
220011571,SPRING,SPRING,2.5,,3500,0.996494099
220011728,COMP.MECH.SEAL,SEAL,2,,3500,0.989183414
220013432,BOLT SOCKET HEAD,SOCKET,1.2,,3500,0.93579915
220013432,BOLT SOCKET HEAD,SOCKET,1.2,10045113,3500,0.93579915
220013446,BEARING RETAINER,BEARING,2.5,10044944,3500,0.996494099
220013447,BEARING RETAINER,BEARING,2.5,10044933,3500,0.996494099
220013448,BEARING RETAINER,BEARING,2.5,10044944,3500,0.996494099
220013449,BEARING RETAINER,BEARING,2.5,10044933,3500,0.996494099
220014278,BENTLY NEVADA POWER SUPPLY,POWER SUPPLY,1,,3500,0.900967841
220017033,SPACER THRUST BEARING,BEARING,2.5,,3500,0.996494099
220017044,GASKET,GASKET,2,,3500,0.989183414
220017053,HEX BOLT,BOLT,2.5,,3500,0.996494099
220017054,HEX BOLT,BOLT,2.5,,3500,0.996494099
220017055,CABLE RETAINER,CABLE,1.2,,20000,0.991839115
220017058,NUT,NUT,2.5,,3500,0.996494099
220017072,LPC ROTOR ASSEMBLY W/STEEL CONTAINER,ROTOR,2.8,,3500,0.998219088
220017072,LPC ROTOR ASSEMBLY W/STEEL CONTAINER,ROTOR,2.8,10045098,3500,0.998219088
220017072,LPC ROTOR ASSEMBLY W/STEEL CONTAINER,ROTOR,2.8,10045113,3500,0.998219088
220017076,HEX SOCKET HD BOLT,SOCKET,1.2,,3500,0.93579915
220017076,HEX SOCKET HD BOLT,SOCKET,1.2,10045088,3500,0.93579915
220017076,HEX SOCKET HD BOLT,SOCKET,1.2,10197653,3500,0.93579915
220017077,HEX SOCKET HD BOLT,SOCKET,1.2,,3500,0.93579915
220017077,HEX SOCKET HD BOLT,SOCKET,1.2,10045088,3500,0.93579915
220017078,HEX SOCKET HD BOLT,SOCKET,1.2,,3500,0.93579915
220017079,HEX SOCKET HD BOLT,SOCKET,1.2,,3500,0.93579915
220017084,NUT,NUT,2.5,,3500,0.996494099
220017088,HEX SOCKET HD BOLT,SOCKET,1.2,,3500,0.93579915
220017092,GASKET,GASKET,2,,3500,0.989183414
220017093,CABLE GLAND,CABLE,1.2,,20000,0.991839115
220017564,"DIFFERENTIAL PRESSURE SWITCH,RANGE:2-60*",PRESSURE GAUGE,1.8,,5000,0.991045745
220017569,IGNITER CABLE NO. 1CC,CABLE,1.2,,20000,0.991839115
220017851,HEX NUT,NUT,2.5,,3500,0.996494099
220017852,HEX SOCKET HEAD BOLT,SOCKET,1.2,,3500,0.93579915
220017852,HEX SOCKET HEAD BOLT,SOCKET,1.2,10197653,3500,0.93579915
220017855,HEX HEAD SOCKET BOLT,SOCKET,1.2,10045088,3500,0.93579915
220017859,SPRING WASHER,WASHER,2.2,,3500,0.99310407
220017859,SPRING WASHER,WASHER,2.2,10045108,3500,0.99310407
220017869,HEX SOCKET HEAD BOLT,SOCKET,1.2,,3500,0.93579915
220017882,HEX SOCKET HEAD BOLT,SOCKET,1.2,10045108,3500,0.93579915
220017884,HEX SOCKET HEAD BOLT,SOCKET,1.2,10045108,3500,0.93579915
220017888,TOOTHED LOCK WASHER,WASHER,2.2,,3500,0.99310407
220017903,HEX SOCKET HEAD BOLT,SOCKET,1.2,,3500,0.93579915
220018206,DIFFERENTIAL PRESSURE SWITCH(-200-+50MM*,PRESSURE GAUGE,1.8,,5000,0.991045745
220021637,I TO P CONVERTER,TRANSFORMER,2,,3500,0.989183414
220021994,BEARING RETAINER,BEARING,2.5,10044944,3500,0.996494099
220021995,BEARING RETAINER,BEARING,2.5,10044944,3500,0.996494099
220021999,BOLT SOCKET HEAD,SOCKET,1.2,10044933,3500,0.93579915
220022001,"O-RING (3"" COUPLING HUB)",COUPLING,2.3,,3500,0.994495485
220022004,THRUST BEARING ASSY (WITHOUT COLLAR),BEARING,2.5,,3500,0.996494099
220022004,THRUST BEARING ASSY (WITHOUT COLLAR),BEARING,2.5,10045113,3500,0.996494099
220022007,LPC ROTOR ASSY WITH STEEL CONTAINER (ZR*,ROTOR,2.8,10044933,3500,0.998219088
220022019,BOLT SOCKET HEAD,SOCKET,1.2,10044933,3500,0.93579915
220022020,LOCK NUT,NUT,2.5,10044944,3500,0.996494099
220022100,SOLENOID VALVE: 3/2 WAY NORMALLY CLOSED*,VALVE,2.2,,3500,0.99310407
220022234,STARTER MOTOR,MOTOR,1.6,10135412,7000,0.991177557
220022253,WASHER,WASHER,2.2,,3500,0.99310407
220022255,DETECTOR,SENSOR,1.1,,5000,0.945359976
220022256,WASHER,WASHER,2.2,,3500,0.99310407
220022257,NUT,NUT,2.5,,3500,0.996494099
220022260,BOLT,BOLT,2.5,,3500,0.996494099
220022261,BOLT,BOLT,2.5,,3500,0.996494099
220022262,BOLT,BOLT,2.5,,3500,0.996494099
220022263,WASHER,WASHER,2.2,,3500,0.99310407
220022264,WASHER,WASHER,2.2,,3500,0.99310407
220022267,BOLT,BOLT,2.5,,3500,0.996494099
220022268,WASHER,WASHER,2.2,,3500,0.99310407
220022269,BOLT,BOLT,2.5,,3500,0.996494099
220022270,WASHER,WASHER,2.2,,3500,0.99310407
220022272,WASHER,WASHER,2.2,,3500,0.99310407
220022275,SEAL,SEAL,2,,3500,0.989183414
220022278,WASHER,WASHER,2.2,,3500,0.99310407
220022279,WASHER,WASHER,2.2,,3500,0.99310407
220022280,ELEMENT,FILTER ELEMENT,1.2,,3500,0.93579915
220023497,DC DISTRIBUTION & LUBE OIL,OIL/CHEMICAL,1.2,,3500,0.93579915
220023782,SEAL WASHER,WASHER,2.2,10044900,3500,0.99310407
220026246,24 V TO 5 V -12 A DC/DC CONVERTER,TRANSFORMER,2,,3500,0.989183414
220026294,OIL STOP VALVE,OIL/CHEMICAL,1.2,,3500,0.93579915
220026691,REAMER BOLT & NUT,BOLT,2.5,,3500,0.996494099
220026693,NUT,NUT,2.5,,3500,0.996494099
220026696,BOLT SOCKET HEAD,SOCKET,1.2,,3500,0.93579915
220026697,BOLT SOCKET HEAD,SOCKET,1.2,,3500,0.93579915
220026698,BOLT SOCKET HEAD,SOCKET,1.2,,3500,0.93579915
220026699,BOLT SOCKET HEAD,SOCKET,1.2,,3500,0.93579915
220026700,BOLT SOCKET HEAD,SOCKET,1.2,,3500,0.93579915
220026701,BOLT SOCKET HEAD,SOCKET,1.2,,3500,0.93579915
220026702,BOLT SOCKET HEAD,SOCKET,1.2,,3500,0.93579915
220026703,BOLT SOCKET HEAD,SOCKET,1.2,,3500,0.93579915
220026704,LOCKWASHER,WASHER,2.2,,3500,0.99310407
220026705,LOCKWASHER,WASHER,2.2,,3500,0.99310407
220026706,LOCKWASHER,WASHER,2.2,,3500,0.99310407
220026960,"GASKET, INSPECTION COVER",GASKET,2,,3500,0.989183414
220026965,"2""-150# GASKET",GASKET,2,,3500,0.989183414
220027607,POWER FEED MODULE,POWER SUPPLY,1,,3500,0.900967841
220027684,OIL AIR SEPERATOR KIT,OIL/CHEMICAL,1.2,10044900,3500,0.93579915
220027756,CARTRIDGE,CYLINDER,2.2,,3500,0.99310407
220027756,CARTRIDGE,CYLINDER,2.2,10138477,3500,0.99310407
220027767,ADAPTOR,TRANSFORMER,2,,3500,0.989183414
220027772,"""O"" SEAL (ADAPTOR TO ELEMENT)",SEAL,2,,3500,0.989183414
220027774,INNER SEAL,SEAL,2,,3500,0.989183414
220027781,DOPOL CHEMICAL,OIL/CHEMICAL,1.2,,3500,0.93579915
220027781,DOPOL CHEMICAL,OIL/CHEMICAL,1.2,10138477,3500,0.93579915
220027782,DOCHLORE CHEMICAL,OIL/CHEMICAL,1.2,,3500,0.93579915
220027782,DOCHLORE CHEMICAL,OIL/CHEMICAL,1.2,10138477,3500,0.93579915
220027828,PRESSURE SWITCH,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
220028211,3300 XL PROXIMITOR SENSOR,SENSOR,1.1,,5000,0.945359976
220029347,EXTENSION CABLE,CABLE,1.2,,20000,0.991839115
220029348,EXTENSION CABLE,CABLE,1.2,,20000,0.991839115
220030112,MECHANICAL SEAL,SEAL,2,,3500,0.989183414
220030113,MECHANICAL SEAL,SEAL,2,,3500,0.989183414
220031302,5 PORT SKINNER VALVE,VALVE,2.2,10044882,3500,0.99310407
220031303,24VDC LUCIFER SOLENOID COIL,OIL/CHEMICAL,1.2,10044882,3500,0.93579915
220031305,3 WAY VALVE,VALVE,2.2,,3500,0.99310407
220031305,3 WAY VALVE,VALVE,2.2,10044882,3500,0.99310407
220031648,GASKET SPIRAL WOUND,GASKET,2,,3500,0.989183414
220031649,GASKET SPIRAL WOUND,GASKET,2,,3500,0.989183414
220031651,GASKET SPIRAL WOUND,GASKET,2,,3500,0.989183414
220031662,GASKET SPIRAL WOUND,GASKET,2,,3500,0.989183414
220031666,GASKET FLAT RD,GASKET,2,,3500,0.989183414
220031738,FLEXIBLE PIPE,PIPE,2.1,,3500,0.991362467
220031745,PROXIMETER MONITOR,SENSOR,1.1,,5000,0.945359976
220032170,LIQUID GASKET,GASKET,2,10197653,3500,0.989183414
220033643,SAFETY BARRIER PULSE REPEATER,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
220033645,TRANSFORMER ISOLATED BARRIER(DIGITAL IN*,TRANSFORMER,2,,3500,0.989183414
220033774,CAP NUT,NUT,2.5,,3500,0.996494099
220033792,CONTROLLER CARD,CONTROLLER,0.9,,3500,0.877447503
220033797,PRESSURE GAUGE (0-6 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
220033815,PRESSURE GAUGE -1 TO 1.5KG/CM2,PRESSURE GAUGE,1.8,,5000,0.991045745
220033842,PRESSURE GAUGE(0-250 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
220033843,VACUUM GAUGE(-30 INHG TO 1.5 KG/CM2),GAUGE,1.1,,3500,0.920180496
220033845,PRESSURE GAUGE,PRESSURE GAUGE,1.8,,5000,0.991045745
220033846,TEMPERATURE GAUGE,GAUGE,1.1,,3500,0.920180496
220033847,TEMPERATURE GAUGE,GAUGE,1.1,,3500,0.920180496
220034380,DETECTOR VIBRATION,SENSOR,1.1,,5000,0.945359976
220035032,THERMOSTATIC VALVE,VALVE,2.2,,3500,0.99310407
220035032,THERMOSTATIC VALVE,VALVE,2.2,10044897,3500,0.99310407
220035037,HOSE ASSEMBLY,HOSE,2,,3500,0.989183414
220035038,HOSE ASSEMBLY,HOSE,2,,3500,0.989183414
220035038,HOSE ASSEMBLY,HOSE,2,10044897,3500,0.989183414
220035040,HOSE ASSEMBLY,HOSE,2,,3500,0.989183414
220035040,HOSE ASSEMBLY,HOSE,2,10044897,3500,0.989183414
220035049,HOSE ASSEMBLY,HOSE,2,,3500,0.989183414
220035148,DUAL KEY SWITCH MODULE,SWITCH,1.3,,10000,0.986570861
220035684,MECHANICAL SEAL FOR MAIN LUB OIL PUMP,OIL/CHEMICAL,1.2,,3500,0.93579915
220035684,MECHANICAL SEAL FOR MAIN LUB OIL PUMP,OIL/CHEMICAL,1.2,10056902,3500,0.93579915
220035684,MECHANICAL SEAL FOR MAIN LUB OIL PUMP,OIL/CHEMICAL,1.2,10124387,3500,0.93579915
220035976,"VICTAULIC COUPLING 1 1/2""",COUPLING,2.3,,3500,0.994495485
220035996,HIGH PRESSURE PUMP OIL,OIL/CHEMICAL,1.2,10044676,3500,0.93579915
220035996,HIGH PRESSURE PUMP OIL,OIL/CHEMICAL,1.2,10044686,3500,0.93579915
220036013,VALVE KIT,VALVE,2.2,,3500,0.99310407
220036040,"LAMP,UV FILTER",LAMP,1,,3500,0.900967841
220036047,"HOLDER-LAMP-STEP BASE, UV FILTER",LAMP,1,,3500,0.900967841
220036058,PRESSURE TRANSMITER,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
220036065,CARTRIDGE FILTER ELEMENT,FILTER ELEMENT,1.2,,3500,0.93579915
220036068,HP CONNECTOR DT MODULE,CONNECTOR,1.2,,3500,0.93579915
220036069,GROOVE RING GASKET FLANGE/LIP SEAL DT M*,GASKET,2,,3500,0.989183414
220036110,O-RING FOR HP CONNECTION OF DT MODULE,CONNECTOR,1.2,,3500,0.93579915
220036136,HP HOSE(580L),HOSE,2,,3500,0.989183414
220036300,HP HOSE(1500L),HOSE,2,,3500,0.989183414
220036439,PRESSURE GAUGE 0 TO 100 BAR,PRESSURE GAUGE,1.8,,5000,0.991045745
220036452,"VICTAULIC COUPLING 1 1/4""",COUPLING,2.3,,3500,0.994495485
220037220,BEARING,BEARING,2.5,,3500,0.996494099
220037232,WASHER,WASHER,2.2,,3500,0.99310407
220037902,BOLT,BOLT,2.5,,3500,0.996494099
220037903,WASHER,WASHER,2.2,,3500,0.99310407
220037904,VALVE CONTROL ASSEMBLY,VALVE,2.2,,3500,0.99310407
220037905,WASHER SEALING,WASHER,2.2,,3500,0.99310407
220037907,"BLEED VALVE, STARTING",VALVE,2.2,,3500,0.99310407
220038094,FREQUENCY TO CURRENT CONVERTER,TRANSFORMER,2,,3500,0.989183414
220038094,FREQUENCY TO CURRENT CONVERTER,TRANSFORMER,2,10044983,3500,0.989183414
220038287,COUPLING ELEMENT,COUPLING,2.3,,3500,0.994495485
220038287,COUPLING ELEMENT,COUPLING,2.3,10044897,3500,0.994495485
220038287,COUPLING ELEMENT,COUPLING,2.3,10044900,3500,0.994495485
220038299,OIL  SEPERATOR ELEMENT,OIL/CHEMICAL,1.2,,3500,0.93579915
220038299,OIL  SEPERATOR ELEMENT,OIL/CHEMICAL,1.2,10044897,3500,0.93579915
220038299,OIL  SEPERATOR ELEMENT,OIL/CHEMICAL,1.2,10044900,3500,0.93579915
220038301,HOSE ASSY,HOSE,2,,3500,0.989183414
220038303,HOSE ASSY,HOSE,2,,3500,0.989183414
220038304,HOSE ASSY,HOSE,2,,3500,0.989183414
220038305,COALESCING FILTER ELEMENT,FILTER ELEMENT,1.2,,3500,0.93579915
220038835,3300XL NSV EXTENSION CABLE,CABLE,1.2,,20000,0.991839115
220038851,"FILTER ELEMENT,GG LUBE OIL,5 MICRON",OIL/CHEMICAL,1.2,,3500,0.93579915
220038851,"FILTER ELEMENT,GG LUBE OIL,5 MICRON",OIL/CHEMICAL,1.2,10138999,3500,0.93579915
220038852,"FILTER ELEMENT,GG LUBE OIL,5 MICRON",OIL/CHEMICAL,1.2,,3500,0.93579915
220038852,"FILTER ELEMENT,GG LUBE OIL,5 MICRON",OIL/CHEMICAL,1.2,10141648,3500,0.93579915
220038859,RVDT SENSOR,SENSOR,1.1,,5000,0.945359976
220038887,COM MODULE #1,MODULE,1,,3500,0.900967841
220038888,COM MODULE #2,MODULE,1,,3500,0.900967841
220038890,VOLTAGE MONITORING MODULE,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
220038893,RELAYS(WITH SOCKETS)FOR DO,RELAY,1.2,,10000,0.981350384
220038899,THERMAL DETECTOR WITH BASE,SENSOR,1.1,,5000,0.945359976
220038901,BULK POWER SUPPLY UNITS,POWER SUPPLY,1,,3500,0.900967841
220039394,FUEL GAS VALVE,GASKET,2,,3500,0.989183414
220039565,RELAY 4PDT 24VDC COIL,OIL/CHEMICAL,1.2,,3500,0.93579915
220039635,249 B TORQUE TUBE ASSEMBLY - SENSOR PAR*,SENSOR,1.1,,5000,0.945359976
220039839,BALANCE RELIEF VALVE,VALVE,2.2,,3500,0.99310407
220039839,BALANCE RELIEF VALVE,VALVE,2.2,10044882,3500,0.99310407
220039952,DISPLACER TYPE LEVEL TRANSMITTER,TRANSMITTER,1.7,,50000,0.99976687
220039957,MECH SEAL FOR MAIN OIL PUMP,OIL/CHEMICAL,1.2,,3500,0.93579915
220039957,MECH SEAL FOR MAIN OIL PUMP,OIL/CHEMICAL,1.2,10044873,3500,0.93579915
220039957,MECH SEAL FOR MAIN OIL PUMP,OIL/CHEMICAL,1.2,10197827,3500,0.93579915
220040371,SENSOR-PH ANALYSER,SENSOR,1.1,,5000,0.945359976
220040372,VALVE -INLET (PCV (PUMP MODEL-P2101),VALVE,2.2,,3500,0.99310407
220040373,UV HOUSING WITH LAMP & HOLLOW TUBE,LAMP,1,,3500,0.900967841
220040380,VALVE -BRINE CONTROL (PUMP MODEL-P2101),VALVE,2.2,,3500,0.99310407
220040457,PNEUMATICALLY OPERATED DIAPHRAGM VALVE(*,VALVE,2.2,,3500,0.99310407
220040460,PNEUMATICALLY OPERATED DIAPHRAGM VALVE(*,VALVE,2.2,,3500,0.99310407
220040461,VALVE -REJECT OUTLET (NO VALVE),VALVE,2.2,,3500,0.99310407
220040462,PNEUMATICALLY OPERATED DIAPHRAGM VALVE(*,VALVE,2.2,,3500,0.99310407
220040464,VALVE-REJECT TO B/W  (NC VALVE),VALVE,2.2,,3500,0.99310407
