Plant,Material,Storage location,Key,MRP Controller,MRP Type,Material type,Material Group,Val. stock,Val. stock,ValStckVal,ValStckVal,CnsgtStock,CnsgtStock,Val.Stock in May 2025,Increase
"11F2 SHP Process Complex, UT OFFSHO","220002536 JOURNAL BEARING SLEEVE , DE",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220002536 JOURNAL BEARING SLEEVE , DE11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,396795.27,INR,0,NO,"3,96,795.27",0
"11F2 SHP Process Complex, UT OFFSHO","220002541 JOURNAL BEARING SLEEVE,NDE",11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220002541 JOURNAL BEARING SLEEVE,NDE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,395554.28,INR,0,NO,"3,95,554.28",0
"11F2 SHP Process Complex, UT OFFSHO","220002541 JOURNAL BEARING SLEEVE,NDE",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220002541 JOURNAL BEARING SLEEVE,NDE11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,395554.27,INR,0,NO,"3,95,554.27",0
"11F2 SHP Process Complex, UT OFFSHO",220104229 OIL SEALING RING (THRUST),11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220104229 OIL SEALING RING (THRUST)11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,394872.54,INR,0,NO,"3,94,872.54",0
"11F2 SHP Process Complex, UT OFFSHO",250009534 DIGITAL OUTPUT MODULE,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO250009534 DIGITAL OUTPUT MODULE11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,25        Spare-Geophys. equip,0,NO,0,INR,0,NO,"3,94,494.25",394494.25
"11F2 SHP Process Complex, UT OFFSHO",270008621 ANNUNCIATOR PANNEL,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO270008621 ANNUNCIATOR PANNEL11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,0,NO,0,INR,0,NO,"3,92,872.94",392872.94
"11F2 SHP Process Complex, UT OFFSHO",362161787 FILTER RETURN LINE,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO362161787 FILTER RETURN LINE11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,0,NO,0,INR,0,NO,"3,92,774.89",392774.89
"11F2 SHP Process Complex, UT OFFSHO",211551922 SHUT-OFF GROUP,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211551922 SHUT-OFF GROUP11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"3,90,719.44",390719.44
"11F2 SHP Process Complex, UT OFFSHO",220079147 POWER SUPPLY MODULE 24VDC FOR CONTROLLER,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO220079147 POWER SUPPLY MODULE 24VDC FOR CONTROLLER11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,86,562.01",386562.01
"11F2 SHP Process Complex, UT OFFSHO",220079147 POWER SUPPLY MODULE 24VDC FOR CONTROLLER,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220079147 POWER SUPPLY MODULE 24VDC FOR CONTROLLER11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,329441.43,INR,0,NO,"3,86,562.01",57120.58
"11F2 SHP Process Complex, UT OFFSHO",220073750 FOUNDATION FIELDBUS MODULE,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO220073750 FOUNDATION FIELDBUS MODULE11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,85,568.68",385568.68
"11F2 SHP Process Complex, UT OFFSHO",360131906 PRESSURE REGULATOR,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO360131906 PRESSURE REGULATOR11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,0,NO,0,INR,0,NO,"3,85,246.82",385246.82
"11F2 SHP Process Complex, UT OFFSHO",222011133 GLAND FOLLOWER,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO222011133 GLAND FOLLOWER11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,20,NO,769119.55,INR,0,NO,"3,84,559.75",-384559.8
"11F2 SHP Process Complex, UT OFFSHO",220062194 T/C ASSEMBLY,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220062194 T/C ASSEMBLY11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,16,NO,382021.92,INR,0,NO,"3,82,021.92",0
"11F2 SHP Process Complex, UT OFFSHO","220103111 VALVE, RELIEF (PSV)",11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220103111 VALVE, RELIEF (PSV)11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,76,633.64",376633.64
"11F2 SHP Process Complex, UT OFFSHO",221358258 HEX. SOCKET HEAD BOLT,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO221358258 HEX. SOCKET HEAD BOLT11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,128,NO,374112.33,INR,0,NO,"3,74,112.33",0
"11F2 SHP Process Complex, UT OFFSHO",211562590 CORE ASSEMBLY,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211562590 CORE ASSEMBLY11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"3,73,853.89",373853.89
"11F2 SHP Process Complex, UT OFFSHO",220086620 OIL THROWER (DE) OUTER,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220086620 OIL THROWER (DE) OUTER11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,373843.75,INR,0,NO,"3,73,843.75",0
"11F2 SHP Process Complex, UT OFFSHO",220086620 OIL THROWER (DE) OUTER,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220086620 OIL THROWER (DE) OUTER11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,373843.75,INR,0,NO,"3,73,843.75",0
"11F2 SHP Process Complex, UT OFFSHO",220017062 NUT,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220017062 NUT11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,4,NO,372849.7,INR,0,NO,"3,72,849.70",0
"11F2 SHP Process Complex, UT OFFSHO",390001510 PRESSURE GAUGE (0-40 KG/CM2),11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO390001510 PRESSURE GAUGE (0-40 KG/CM2)11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,39        Instruments-MumbaiOP,14,NO,521416.18,INR,0,NO,"3,72,440.13",-148976.05
"11F2 SHP Process Complex, UT OFFSHO","220058402 WATLOW SCR POWER SERIES CONTROLLER, 3 P*",11F2NP11                       NH-PEL-11,"11F2 SHP Process Complex, UT OFFSHO220058402 WATLOW SCR POWER SERIES CONTROLLER, 3 P*11F2NP11                       NH-PEL-11",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,72,160.81",372160.81
"11F2 SHP Process Complex, UT OFFSHO",220104225 THRUST COLLAR LOCKNUT,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220104225 THRUST COLLAR LOCKNUT11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,372070.27,INR,0,NO,"3,72,070.27",0
"11F2 SHP Process Complex, UT OFFSHO",390001526 PRESSURE GAUGE (0-60 KG/CM2),11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO390001526 PRESSURE GAUGE (0-60 KG/CM2)11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,39        Instruments-MumbaiOP,14,NO,519796.25,INR,0,NO,"3,71,283.04",-148513.21
"11F2 SHP Process Complex, UT OFFSHO",220086614 OIL THROWER (DE),11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220086614 OIL THROWER (DE)11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,71,240.25",371240.25
"11F2 SHP Process Complex, UT OFFSHO",220086610 OIL THROWER (NDE),11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220086610 OIL THROWER (NDE)11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,371240.25,INR,0,NO,"3,71,240.25",0
"11F2 SHP Process Complex, UT OFFSHO",211517200 AIR CLEANER GROUP,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211517200 AIR CLEANER GROUP11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"3,70,422.04",370422.04
"11F2 SHP Process Complex, UT OFFSHO","220103107 TRANSMITTER, DIFF PRESSURE",11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220103107 TRANSMITTER, DIFF PRESSURE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,69,861.66",369861.66
"11F2 SHP Process Complex, UT OFFSHO",270008611 ASSY. KO HI-LO ANG.W/2 BLK,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO270008611 ASSY. KO HI-LO ANG.W/2 BLK11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,1,NO,369671.83,INR,0,NO,"3,69,671.83",0
"11F2 SHP Process Complex, UT OFFSHO",280011898 CONTROL RELAY,11F2NP26                       NH-PEL-26,"11F2 SHP Process Complex, UT OFFSHO280011898 CONTROL RELAY11F2NP26                       NH-PEL-26",AAP AAP,ND No planning,ZSPR ONGC Spares,28        Spare-ElectricPlant,0,NO,0,INR,0,NO,"3,67,047.42",367047.42
"11F2 SHP Process Complex, UT OFFSHO",220076011 GUIDED WAVE TDR PROBE,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220076011 GUIDED WAVE TDR PROBE11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,66,771.41",366771.41
"11F2 SHP Process Complex, UT OFFSHO",222011132 THROAT BUSHING,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO222011132 THROAT BUSHING11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,20,NO,789462.93,INR,0,NO,"3,66,274.07",-423188.86
"11F2 SHP Process Complex, UT OFFSHO",260056117 TACHOMETER CABLE,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO260056117 TACHOMETER CABLE11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,26        Spare-Imp Tpt equip,0,NO,0,INR,0,NO,"3,65,228.99",365228.99
"11F2 SHP Process Complex, UT OFFSHO",280003342 PISTON AND PIN ASSEMBLY,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO280003342 PISTON AND PIN ASSEMBLY11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,28        Spare-ElectricPlant,0,NO,0,INR,0,NO,"3,64,803.15",364803.15
"11F2 SHP Process Complex, UT OFFSHO","150005128 PRESSURE SAFETY VALVE 4""*6"" #600,#150 S*",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO150005128 PRESSURE SAFETY VALVE 4""*6"" #600,#150 S*11F2FP01                       SHP-PEL-01",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,1,NO,363896.61,INR,0,NO,"3,63,896.61",0
"11F2 SHP Process Complex, UT OFFSHO",220039561 FLEX INPUT/OUTPUT RTD-THERMOCOUPLE,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220039561 FLEX INPUT/OUTPUT RTD-THERMOCOUPLE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,60,944.14",360944.14
"11F2 SHP Process Complex, UT OFFSHO",360406792 SEALING RING,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO360406792 SEALING RING11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,2,NO,334326.19,INR,0,NO,"3,60,738.96",26412.77
"11F2 SHP Process Complex, UT OFFSHO",390001528 PRESSURE GAUGE (0-60 KG/CM2),11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO390001528 PRESSURE GAUGE (0-60 KG/CM2)11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,39        Instruments-MumbaiOP,15,NO,487526.49,INR,0,NO,"3,57,519.43",-130007.06
"11F2 SHP Process Complex, UT OFFSHO","320632371 2"" LPX 5000 PSI-6"" LONG FLOW LINE PLUG",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO320632371 2"" LPX 5000 PSI-6"" LONG FLOW LINE PLUG11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,32        Spare-BOP/Elev.etc.,0,NO,0,INR,0,NO,"3,56,371.29",356371.29
"11F2 SHP Process Complex, UT OFFSHO","210026074 KIT, VALVE TWO BLK OVRD",11F2,"11F2 SHP Process Complex, UT OFFSHO210026074 KIT, VALVE TWO BLK OVRD11F2",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",7,NO,498621.54,INR,0,NO,"3,54,930.30",-143691.24
"11F2 SHP Process Complex, UT OFFSHO","210026073 KIT, VALVE BOOM K/O OVRD",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO210026073 KIT, VALVE BOOM K/O OVRD11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",5,NO,355508.31,INR,0,NO,"3,54,282.75",-1225.56
"11F2 SHP Process Complex, UT OFFSHO",222011133 GLAND FOLLOWER,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO222011133 GLAND FOLLOWER11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,49,599.78",349599.78
"11F2 SHP Process Complex, UT OFFSHO",222413012 SOLENOID VALVE,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO222413012 SOLENOID VALVE11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,349510.1,INR,0,NO,"3,49,510.10",0
"11F2 SHP Process Complex, UT OFFSHO","154000351 1.1/2"" DUMMY W/L RETRIEVABLE VALVE",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO154000351 1.1/2"" DUMMY W/L RETRIEVABLE VALVE11F2FP01                       SHP-PEL-01",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,15,NO,373778.04,INR,0,NO,"3,48,859.49",-24918.55
"11F2 SHP Process Complex, UT OFFSHO",222011132 THROAT BUSHING,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO222011132 THROAT BUSHING11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,48,832.44",348832.44
"11F2 SHP Process Complex, UT OFFSHO",220056838 FLEXIBLE COUPLING,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220056838 FLEXIBLE COUPLING11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,348053.21,INR,0,NO,"3,48,053.21",0
"11F2 SHP Process Complex, UT OFFSHO",220043487 PULSATION DAMPER(PD 61),11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220043487 PULSATION DAMPER(PD 61)11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,46,090.41",346090.41
"11F2 SHP Process Complex, UT OFFSHO",220083787 FF POWER SUPPLY,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO220083787 FF POWER SUPPLY11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,42,778.68",342778.68
"11F2 SHP Process Complex, UT OFFSHO",320022128 BOWEN MANUAL WIRELINE BLOWOUT PRESENTER*,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO320022128 BOWEN MANUAL WIRELINE BLOWOUT PRESENTER*11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,32        Spare-BOP/Elev.etc.,2,NO,339296.19,INR,0,NO,"3,39,296.19",0
"11F2 SHP Process Complex, UT OFFSHO",220103036 MODBUS SERIAL CARD FOR CONTROLLOGIX,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220103036 MODBUS SERIAL CARD FOR CONTROLLOGIX11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,35,484.64",335484.64
"11F2 SHP Process Complex, UT OFFSHO",320022123 BOWEN MEASURING LINE STUFFING BOX 10000*,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO320022123 BOWEN MEASURING LINE STUFFING BOX 10000*11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,32        Spare-BOP/Elev.etc.,2,NO,334232.06,INR,0,NO,"3,34,232.06",0
"11F2 SHP Process Complex, UT OFFSHO",360603216 PREFILTER PADS SIZE 597X597,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO360603216 PREFILTER PADS SIZE 597X59711F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,36,NO,344400.04,INR,0,NO,"3,34,164.68",-10235.36
"11F2 SHP Process Complex, UT OFFSHO",360603216 PREFILTER PADS SIZE 597X597,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO360603216 PREFILTER PADS SIZE 597X59711F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,36,NO,344400.04,INR,0,NO,"3,34,164.68",-10235.36
"11F2 SHP Process Complex, UT OFFSHO","220103165 MODULE, FLEX I/O RTD",11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220103165 MODULE, FLEX I/O RTD11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,33,263.46",333263.46
"11F2 SHP Process Complex, UT OFFSHO","250009537 DC-DC CONVERTER, I/P 18-40 VDC, O/P-1:2*",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO250009537 DC-DC CONVERTER, I/P 18-40 VDC, O/P-1:2*11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,25        Spare-Geophys. equip,3,NO,330781.93,INR,0,NO,"3,30,781.93",0
"11F2 SHP Process Complex, UT OFFSHO",211519659 ELBOW A,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211519659 ELBOW A11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"3,30,650.62",330650.62
"11F2 SHP Process Complex, UT OFFSHO",100001182 FLOW IMPROVER/ PPD FOR B-193 B&S ASSET,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO100001182 FLOW IMPROVER/ PPD FOR B-193 B&S ASSET11F2FP01                       SHP-PEL-01",AAS AAS,ND No planning,ZSTO ONGC Stores,10        Chemi incl mud chemi,0,MT,0,INR,0,MT,"3,28,319.95",328319.95
"11F2 SHP Process Complex, UT OFFSHO",220065578 ISOLATOR,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220065578 ISOLATOR11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,27,320.42",327320.42
"11F2 SHP Process Complex, UT OFFSHO",270008105 PNEUMATIC PRESSURE CONTROL VALVE,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO270008105 PNEUMATIC PRESSURE CONTROL VALVE11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,4,NO,327011.51,INR,0,NO,"3,27,011.51",0
"11F2 SHP Process Complex, UT OFFSHO",220036069 GROOVE RING GASKET FLANGE/LIP SEAL DT M*,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220036069 GROOVE RING GASKET FLANGE/LIP SEAL DT M*11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"3,26,321.51",326321.51
"11F2 SHP Process Complex, UT OFFSHO",220056825 IDLER SHAFT,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220056825 IDLER SHAFT11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,324530.98,INR,0,NO,"3,24,530.98",0
